ticker,quarter,fiscal_year,event_date,transcript_id,total_words,positive_count,negative_count,uncertainty_count,positive_ratio,negative_ratio,uncertainty_ratio,net_sentiment,sentiment_polarity,event_date_only,car_-1_1,car_-1_1_tstat,car_-1_1_alpha,car_-1_1_beta,car_-1_1_rsquared,car_-1_1_obs,car_0_1,car_0_1_tstat,car_0_1_alpha,car_0_1_beta,car_0_1_rsquared,car_0_1_obs,car_0_2,car_0_2_tstat,car_0_2_alpha,car_0_2_beta,car_0_2_rsquared,car_0_2_obs
ABT,4,2011,2012-01-25 19:51:21,ABT_35738,5721,192,83,91,0.0335605663345568,0.0145079531550428,0.0159063100856493,0.019052613179514,0.3963636363636363,2012-01-25,-0.0191953040695775,-0.921723023242576,0.0005586794969211,0.5346997122559346,0.5978599795843755,3,-0.0237303843424612,-1.6012090976884512,0.0005586794969211,0.5346997122559346,0.5978599795843755,2,-0.0219304230373859,-1.169781151470224,0.0005586794969211,0.5346997122559346,0.5978599795843755,3
ABT,1,2012,2012-04-18 19:21:10,ABT_37393,4724,154,72,53,0.0325994919559695,0.0152413209144792,0.0112193056731583,0.0173581710414902,0.3628318584070796,2012-04-18,-0.0106455779045429,-0.678144927340213,0.0006540105988317,0.5052882234033914,0.5685770859729545,3,-0.0121280030776071,-0.7630213149144467,0.0006540105988317,0.5052882234033914,0.5685770859729545,2,-0.0073896440570331,-0.4223189071368033,0.0006540105988317,0.5052882234033914,0.5685770859729545,3
ABT,2,2012,2012-07-18 18:31:11,ABT_39173,5337,172,101,74,0.0322278433576915,0.0189244894135282,0.0138654674910998,0.0133033539441633,0.2600732600732601,2012-07-18,-0.0056694458835871,-0.2835543815849107,0.0008525025185465,0.514388456250242,0.4318059311491782,3,-0.0163329399889702,-2.103882615397481,0.0008525025185465,0.514388456250242,0.4318059311491782,2,-0.0233302521868831,-3.418821919335392,0.0008525025185465,0.514388456250242,0.4318059311491782,3
ABT,3,2012,2012-10-17 17:51:15,ABT_41629,7974,301,129,99,0.0377476799598695,0.0161775771256583,0.0124153498871331,0.0215701028342111,0.4,2012-10-17,-0.086950477163877,-2.371420182099558,0.001201170055097,0.5550131162323646,0.4043524069811632,3,-0.0813419217203141,-6.568301369551572,0.001201170055097,0.5550131162323646,0.4043524069811632,2,-0.0812312270047914,-1.9263572542840768,0.001201170055097,0.5550131162323646,0.4043524069811632,3
ABT,-1,2012,2012-11-13 02:31:38,ABT_43544,3698,90,107,33,0.0243374797187669,0.0289345592212006,0.0089237425635478,-0.0045970795024337,-0.0862944162436548,2012-11-13,-0.0104063886175084,-1.5884797193150213,0.0012750433537978,0.546289535599636,0.3686552935295485,3,-0.0097123438034001,-1.6625777874929988,0.0012750433537978,0.546289535599636,0.3686552935295485,2,-0.0178614902655689,-2.958964667872658,0.0012750433537978,0.546289535599636,0.3686552935295485,3
ABT,4,2012,2013-01-23 18:54:06,ABT_44392,6037,168,83,81,0.0278283915852244,0.0137485506046049,0.0134172602285903,0.0140798409806195,0.3386454183266932,2013-01-23,-0.0019844348525838,-0.478726923394121,9.597572766309746e-05,0.5803583993437984,0.2510891281543006,3,-0.0037692026163198,-1.692719802070378,9.597572766309746e-05,0.5803583993437984,0.2510891281543006,2,-0.0072170599405379,-2.907255801729944,9.597572766309746e-05,0.5803583993437984,0.2510891281543006,3
ABT,-1,2013,2013-03-14 14:16:06,ABT_47914,1786,131,5,19,0.0733482642777155,0.0027995520716685,0.0106382978723404,0.070548712206047,0.9264705882352942,2013-03-14,-0.0273247260994783,-0.9878936696791134,4.377720710883133e-05,0.6296694873646723,0.1933719239265274,3,-0.0276320649550409,-1.0062267313915676,4.377720710883133e-05,0.6296694873646723,0.1933719239265274,2,-0.0276320649550409,-1.0062267313915676,4.377720710883133e-05,0.6296694873646723,0.1933719239265274,2
ABT,1,2013,2013-04-17 17:17:05,ABT_48591,4971,153,81,75,0.0307785153892576,0.016294508147254,0.0150875075437537,0.0144840072420036,0.3076923076923077,2013-04-17,0.0239809066134733,0.6302995402824907,0.0001677456319045,0.6227324906876996,0.1731385068293492,3,0.0258017968964061,0.636914825419708,0.0001677456319045,0.6227324906876996,0.1731385068293492,2,0.0284828978841553,0.7794688420058599,0.0001677456319045,0.6227324906876996,0.1731385068293492,3
ABT,-1,2013,2013-05-22 13:57:16,ABT_52305,1812,106,18,19,0.0584988962472406,0.009933774834437,0.010485651214128,0.0485651214128035,0.7096774193548387,2013-05-22,-0.0032405176636602,-0.308369014081497,0.0004695848332521,0.6589661361647661,0.1590915632301276,3,0.0006634129874554,0.0597404545541019,0.0004695848332521,0.6589661361647661,0.1590915632301276,2,0.008343563274453,0.689364565937548,0.0004695848332521,0.6589661361647661,0.1590915632301276,3
ABT,0,2013,2013-05-30 00:48:07,ABT_52611,2537,126,24,20,0.0496649586125344,0.0094599921166732,0.0078833267638943,0.0402049664958612,0.68,2013-05-30,-0.0396907913733913,-3.028204456789692,0.0004922343843771,0.7000680653691799,0.1854574074069306,3,-0.0222940314046373,-1.6758157756086571,0.0004922343843771,0.7000680653691799,0.1854574074069306,2,-0.0222940314046373,-1.6758157756086571,0.0004922343843771,0.7000680653691799,0.1854574074069306,2
ABT,-1,2013,2013-06-11 22:33:09,ABT_52919,2049,98,13,16,0.0478282088823816,0.0063445583211322,0.0078086871644704,0.0414836505612493,0.7657657657657657,2013-06-11,-0.0172980424858972,-2.047179159393216,0.0003433651440017,0.661203255644429,0.1770989388920012,3,-0.0163000159428569,-3.1372081934634406,0.0003433651440017,0.661203255644429,0.1770989388920012,2,-0.0194661021168637,-2.8990660088293643,0.0003433651440017,0.661203255644429,0.1770989388920012,3
ABT,-1,2013,2013-06-19 18:41:06,ABT_53090,2409,121,25,21,0.0502283105022831,0.0103777501037775,0.0087173100871731,0.0398505603985056,0.6575342465753424,2013-06-19,-0.0275114558844512,-0.8148836528849777,0.0002889670432829,0.6266177750125074,0.164634441173065,3,-0.0394188352526262,-2.883132838572916,0.0002889670432829,0.6266177750125074,0.164634441173065,2,-0.0289540117452522,-0.8932501164907527,0.0002889670432829,0.6266177750125074,0.164634441173065,3
ABT,2,2013,2013-07-17 17:45:09,ABT_53331,5453,185,131,73,0.0339262791124151,0.0240234733174399,0.0133871263524665,0.0099028057949752,0.170886075949367,2013-07-17,0.0010453069319689,0.0743445327313704,0.0005968572275126,0.7212393474669935,0.1994126632115787,3,-0.0072930542067657,-0.8590598645266493,0.0005968572275126,0.7212393474669935,0.1994126632115787,2,-0.0042054430193941,-0.4218046454642053,0.0005968572275126,0.7212393474669935,0.1994126632115787,3
ABT,3,2013,2013-10-16 15:59:06,ABT_57748,5778,205,148,89,0.0354794046382831,0.0256143994461751,0.0154032537210107,0.0098650051921079,0.1614730878186968,2013-10-16,0.0815767762047945,1.6762935726088803,-0.0006206970988731,0.886778208005933,0.3012334322433504,3,0.0833973467079606,3.3161277922429533,-0.0006206970988731,0.886778208005933,0.3012334322433504,2,0.0810926898214806,1.6516378469475848,-0.0006206970988731,0.886778208005933,0.3012334322433504,3
ABT,4,2013,2014-01-22 17:07:06,ABT_62088,5756,210,127,81,0.0364836692147324,0.0220639332870048,0.0140722724113968,0.0144197359277275,0.2462908011869436,2014-01-22,-0.0453111713240491,-2.311861409800373,-0.0005405255790445,1.1510986578872358,0.3906549155920057,3,-0.0348873653005135,-1.6510786588715336,-0.0005405255790445,1.1510986578872358,0.3906549155920057,2,-0.0327273695870223,-1.2203863650789406,-0.0005405255790445,1.1510986578872358,0.3906549155920057,3
ABT,1,2014,2014-04-16 17:39:08,ABT_65821,5537,209,118,64,0.0377460718800794,0.0213111793389922,0.0115586057431822,0.0164348925410872,0.2782874617737003,2014-04-16,0.0110551678071107,0.9028468943900222,-2.176034325127724e-05,1.119714052943889,0.4067114723644673,3,0.0107283291175793,0.8324787411759818,-2.176034325127724e-05,1.119714052943889,0.4067114723644673,2,0.0107283291175793,0.8324787411759818,-2.176034325127724e-05,1.119714052943889,0.4067114723644673,2
ABT,0,2014,2014-06-12 01:17:05,ABT_68962,1369,54,5,6,0.039444850255661,0.0036523009495982,0.0043827611395178,0.0357925493060628,0.8305084745762712,2014-06-12,-0.0140679455874273,-1.4868728738654684,0.0004027336764571,0.9606983035208176,0.3587616871427586,3,-0.0035413984959932,-0.8554398356677627,0.0004027336764571,0.9606983035208176,0.3587616871427586,2,-0.0035413984959932,-0.8554398356677627,0.0004027336764571,0.9606983035208176,0.3587616871427586,2
ABT,2,2014,2014-07-16 18:14:05,ABT_69142,4593,154,101,49,0.0335292836925756,0.0219899847594165,0.0106684084476377,0.0115392989331591,0.2078431372549019,2014-07-16,0.0114967719541952,0.2874822912824405,-6.75033416536714e-05,0.8615355680764093,0.3645361516470053,3,0.0241429858069786,0.6650736945405024,-6.75033416536714e-05,0.8615355680764093,0.3645361516470053,2,0.0351887495758491,1.1187188494261449,-6.75033416536714e-05,0.8615355680764093,0.3645361516470053,3
ABT,3,2014,2014-10-22 19:05:08,ABT_73626,4778,194,98,58,0.0406027626622017,0.0205106739221431,0.012138970280452,0.0200920887400586,0.3287671232876712,2014-10-22,0.0068715539257698,0.2967806406189093,0.0003792569698318,0.6960779402676381,0.2575122219580693,3,-0.0017946103130515,-0.0737056423117172,0.0003792569698318,0.6960779402676381,0.2575122219580693,2,-0.0056523839377127,-0.2654562339895006,0.0003792569698318,0.6960779402676381,0.2575122219580693,3
ABT,-1,2014,2014-11-11 22:20:09,ABT_76468,1947,79,10,11,0.0405752439650744,0.005136106831022,0.0056497175141242,0.0354391371340523,0.7752808988764045,2014-11-11,0.0160523017894569,1.135512193513469,0.0002735860268276,0.6605138995134182,0.2401185865572934,3,0.0015234671646596,0.4108806302893025,0.0002735860268276,0.6605138995134182,0.2401185865572934,2,0.0100124062589726,1.196535440857479,0.0002735860268276,0.6605138995134182,0.2401185865572934,3
ABT,4,2014,2015-01-29 22:15:15,ABT_78079,5532,235,96,81,0.0424801156905278,0.0173535791757049,0.014642082429501,0.0251265365148228,0.4199395770392749,2015-01-29,0.0394978347011101,1.2149112167445009,0.0005601359648439,0.8902871494582443,0.3842132778942393,3,0.0337170819088238,0.955325513801,0.0005601359648439,0.8902871494582443,0.3842132778942393,2,0.0337170819088238,0.955325513801,0.0005601359648439,0.8902871494582443,0.3842132778942393,2
ABT,0,2015,2015-03-03 20:22:12,ABT_80663,1364,56,3,11,0.0410557184750733,0.002199413489736,0.0080645161290322,0.0388563049853372,0.8983050847457628,2015-03-03,-0.0075072219643129,-0.7952293528231181,0.0006650850764318,0.9008265348365504,0.4423230414564842,3,0.0012713016149064,1.56800436210642,0.0006650850764318,0.9008265348365504,0.4423230414564842,2,0.0082839684601561,1.2912316652538431,0.0006650850764318,0.9008265348365504,0.4423230414564842,3
ABT,1,2015,2015-04-22 18:27:06,ABT_82085,4892,237,76,52,0.0484464431725265,0.0155355682747342,0.0106295993458708,0.0329108748977923,0.5143769968051118,2015-04-22,0.0311505617157166,1.5443297146125516,0.0004263330833124,0.9656705599440776,0.4779839241924403,3,0.0200935675334855,0.8637880135896329,0.0004263330833124,0.9656705599440776,0.4779839241924403,2,0.0156551595889581,0.6309351485725242,0.0004263330833124,0.9656705599440776,0.4779839241924403,3
ABT,2,2015,2015-07-22 20:16:10,ABT_86256,4046,145,103,68,0.0358378645575877,0.0254572417202175,0.0168067226890756,0.0103806228373702,0.1693548387096774,2015-07-22,0.0342277281401816,1.3695779057824613,0.0004002980359487,1.0601837837315098,0.514605963447143,3,0.0363134994628292,2.1456994786735986,0.0004002980359487,1.0601837837315098,0.514605963447143,2,0.0436136642263563,2.391170445297072,0.0004002980359487,1.0601837837315098,0.514605963447143,3
ABT,3,2015,2015-10-21 17:04:06,ABT_90573,3776,185,87,49,0.0489936440677966,0.0230402542372881,0.0129766949152542,0.0259533898305084,0.3602941176470588,2015-10-21,0.0251337911009981,0.9551136875824926,0.0004073922667388,1.2133570128401496,0.6884400640418482,3,0.0338473423057011,4.939900666118037,0.0004073922667388,1.2133570128401496,0.6884400640418482,2,0.0242132717739937,0.8897824243158012,0.0004073922667388,1.2133570128401496,0.6884400640418482,3
ABT,4,2015,2016-01-28 21:21:15,ABT_95058,4914,179,110,75,0.0364265364265364,0.0223850223850223,0.0152625152625152,0.014041514041514,0.2387543252595155,2016-01-28,-0.077399713449727,-0.6963349180548765,8.799807118620422e-05,1.2082748075314342,0.6844312975703601,3,-0.0977731814987673,-0.9739709046908184,8.799807118620422e-05,1.2082748075314342,0.6844312975703601,2,-0.0977731814987673,-0.9739709046908184,8.799807118620422e-05,1.2082748075314342,0.6844312975703601,2
ABT,1,2016,2016-04-20 17:28:18,ABT_98891,3040,119,65,37,0.0391447368421052,0.0213815789473684,0.0121710526315789,0.0177631578947368,0.2934782608695652,2016-04-20,0.0012128224620683,0.1178008784292756,-0.0011004861894416,1.1394482042006373,0.5625566023244863,3,0.0075034587094875,2.863768599431113,-0.0011004861894416,1.1394482042006373,0.5625566023244863,2,0.011071057444221,4.8630609299010406,-0.0011004861894416,1.1394482042006373,0.5625566023244863,3
ABT,2,2016,2016-07-20 18:54:30,ABT_103099,3677,117,96,71,0.0318194180038074,0.0261082404133804,0.0193092194723959,0.0057111775904269,0.0985915492957746,2016-07-20,0.0266238944963471,1.4349382084399829,-0.0009688751447995,1.0684366116936002,0.3982910837611305,3,0.0300203036381156,11.135703658773163,-0.0009688751447995,1.0684366116936002,0.3982910837611305,2,0.029201214030294,1.825020157494806,-0.0009688751447995,1.0684366116936002,0.3982910837611305,3
ABT,-1,2016,2016-09-07 18:54:09,ABT_106944,2171,93,36,20,0.0428374021188392,0.0165822201750345,0.0092123445416858,0.0262551819438047,0.4418604651162791,2016-09-07,-0.0060801544124009,-0.8613742340653552,-0.0006286805831974,1.0633534029959728,0.388786141618011,3,-0.004766003606039,-0.5915606106818421,-0.0006286805831974,1.0633534029959728,0.388786141618011,2,0.0023851455860876,0.2018829263724803,-0.0006286805831974,1.0633534029959728,0.388786141618011,3
ABT,3,2016,2016-10-19 15:54:19,ABT_107354,3306,123,83,39,0.0372050816696914,0.0251058681185722,0.0117967332123411,0.0120992135511191,0.1941747572815534,2016-10-19,-0.0034311987016837,-0.0735155461172146,-0.000597386616843,1.2095883050003562,0.47549724467812,3,-0.0103814764494194,-0.1994975365874564,-0.000597386616843,1.2095883050003562,0.47549724467812,2,-0.0155384063541113,-0.3447895821561056,-0.000597386616843,1.2095883050003562,0.47549724467812,3
ABT,-1,2017,2017-01-11 03:26:15,ABT_111409,1562,93,10,7,0.0595390524967989,0.0064020486555697,0.0044814340588988,0.0531370038412292,0.8058252427184466,2017-01-11,0.0053305525806359,0.324812596636371,-0.0005111688490587,1.1348421411290175,0.3994988035962369,3,-0.0071928382214026,-2.0233561082821017,-0.0005111688490587,1.1348421411290175,0.3994988035962369,2,-0.0047237893681866,-0.6944653344739125,-0.0005111688490587,1.1348421411290175,0.3994988035962369,3
ABT,4,2016,2017-01-25 17:44:09,ABT_111601,4392,156,98,57,0.0355191256830601,0.0223132969034608,0.0129781420765027,0.0132058287795992,0.2283464566929134,2017-01-25,-0.0007160604239166,-0.0262456443381984,-0.0004933119907544,1.1485980785584446,0.3978112097234321,3,0.0091541364932559,0.3425402777110107,-0.0004933119907544,1.1485980785584446,0.3978112097234321,2,0.0124610568116252,0.5376076875681769,-0.0004933119907544,1.1485980785584446,0.3978112097234321,3
ABT,-1,2017,2017-03-16 16:39:10,ABT_115118,1802,95,17,15,0.0527192008879023,0.0094339622641509,0.0083240843507214,0.0432852386237513,0.6964285714285714,2017-03-16,0.0016453090531626,0.1517179308575001,-0.0006707453280738,1.0508020382870382,0.2541333500525571,3,6.934362745054587e-06,0.0005601688185735,-0.0006707453280738,1.0508020382870382,0.2541333500525571,2,6.934362745054587e-06,0.0005601688185735,-0.0006707453280738,1.0508020382870382,0.2541333500525571,2
ABT,1,2017,2017-04-19 17:47:09,ABT_115623,3990,154,114,65,0.0385964912280701,0.0285714285714285,0.0162907268170426,0.0100250626566416,0.1492537313432835,2017-04-19,0.013083136976357,3.2319821393068127,-0.0005257462893251,1.017790462805186,0.2432257199523345,3,0.0072337722063165,1.855217849331848,-0.0005257462893251,1.017790462805186,0.2432257199523345,2,0.0004210967813968,0.038412177718681,-0.0005257462893251,1.017790462805186,0.2432257199523345,3
ABT,2,2017,2017-07-20 17:37:08,ABT_119871,3873,122,92,49,0.0315001290988897,0.0237541957139168,0.0126516911954557,0.0077459333849728,0.1401869158878504,2017-07-20,0.0372216246261034,1.4918370726024748,0.0004487814733467,0.8118287593805489,0.1550344985221797,3,0.0283551528203958,1.0072984529073394,0.0004487814733467,0.8118287593805489,0.1550344985221797,2,0.0283551528203958,1.0072984529073394,0.0004487814733467,0.8118287593805489,0.1550344985221797,2
ABT,3,2017,2017-10-18 19:33:09,ABT_124179,3655,132,80,44,0.0361149110807113,0.0218878248974008,0.0120383036935704,0.0142270861833105,0.2452830188679245,2017-10-18,0.0214920533915255,3.206250641935282,0.0009272562317702,0.9224220256943574,0.2700946263908422,3,0.0143748942824652,1.8572857505830755,0.0009272562317702,0.9224220256943574,0.2700946263908422,2,0.0152837758546759,1.664153284312189,0.0009272562317702,0.9224220256943574,0.2700946263908422,3
ABT,0,2018,2018-01-09 03:50:09,ABT_128161,1500,86,8,9,0.0573333333333333,0.0053333333333333,0.006,0.052,0.8297872340425532,2018-01-09,-0.0075435692788973,-1.5194502175252065,0.0012384844565749,0.90911121784929,0.1770140151206023,3,-0.001772138850708,-1.7363916272981048,0.0012384844565749,0.90911121784929,0.1770140151206023,2,-0.0037527008593428,-2.6675262763815755,0.0012384844565749,0.90911121784929,0.1770140151206023,3
ABT,4,2017,2018-01-24 19:04:09,ABT_128345,4666,211,105,46,0.0452207458208315,0.0225032147449635,0.009858551221603,0.0227175310758679,0.3354430379746835,2018-01-24,0.0559142554029078,1.2501299465449007,0.0010148368659449,0.932276974002872,0.1680651414356629,3,0.0650824547716623,3.4900810820734804,0.0010148368659449,0.932276974002872,0.1680651414356629,2,0.0579414778597787,1.3524284847334578,0.0010148368659449,0.932276974002872,0.1680651414356629,3
ABT,1,2018,2018-04-18 18:05:09,ABT_132263,3437,153,76,44,0.0445155659004946,0.0221123072446901,0.0128018620890311,0.0224032586558044,0.3362445414847161,2018-04-18,0.0010908308018164,0.0685651788883683,0.0008872879207707,1.005106629235086,0.3693694823288986,3,0.0033796710440454,0.1900094930624362,0.0008872879207707,1.005106629235086,0.3693694823288986,2,-0.0015285009961145,-0.0912131084433079,0.0008872879207707,1.005106629235086,0.3693694823288986,3
ABT,2,2018,2018-07-18 21:18:10,ABT_136375,4178,204,100,47,0.0488271900430828,0.0239348970799425,0.011249401627573,0.0248922929631402,0.3421052631578947,2018-07-18,0.0268906668014114,0.7652597353097452,0.0003947806359074,1.1583932349874284,0.6150083108874169,3,0.015273488368775,0.3788615266767437,0.0003947806359074,1.1583932349874284,0.6150083108874169,2,0.0088529024054947,0.2352189766920045,0.0003947806359074,1.1583932349874284,0.6150083108874169,3
ABT,3,2018,2018-10-17 18:21:48,ABT_140696,3630,140,78,42,0.0385674931129476,0.0214876033057851,0.0115702479338842,0.0170798898071625,0.2844036697247706,2018-10-17,-0.0145769564400447,-0.8505314142845909,0.0002598291901654,1.2159408402688163,0.6416026993471087,3,-0.0209618774093077,-5.960485514731284,0.0002598291901654,1.2159408402688163,0.6416026993471087,2,-0.027085558033545,-5.094939783197273,0.0002598291901654,1.2159408402688163,0.6416026993471087,3
